OBJECTID,Field Pole Number,CITY_FACILITY_ID,Utility Pole Number,Fixture Type,Current Lamp Type,Current Wattage,Rate Change Submission Date,LED Conversion Status,Installation Date,Leotek Replacement Status,Replacement Date,LED Fixture,Part Number,Manufacturer,Control Device,Field Issues,Access Issues,Pole Material,Arm Length,Mounting Height,Light Shield,Pre-Conversion Lamp Type,Pre-Conversion Wattage,Pre-Replacement Lamp Type,Pre-Replaceent Wattage,Utility Address,Approximate Address,Latitude, Longitude,Tanko ID,Shape,x,y
827,WSP44,NO CITY DATA,WSP44,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1675,1354 Lincoln St,"37.874799, -122.287154",7030,,562692.6305,4192163.2971
828,WSP45,NO CITY DATA,WSP45,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1667,9 Virginia Gdns,"37.874959, -122.287079",7031,,562699.091,4192181.0998
829,WSP46,NO CITY DATA,WSP46,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1661,11 Virginia Gdns,"37.875065, -122.287127",7032,,562694.7796999998,4192192.828400001
830,WSP47,NO CITY DATA,WSP47,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1645,15 Virginia Gdns,"37.875245, -122.287144",7033,,562693.1320000002,4192212.7883
831,WSP48,NO CITY DATA,WSP48,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1601,1335 Lincoln St,"37.875431, -122.287174",7034,,562690.3359000003,4192233.405200001
832,TRW70,TRW70,TRW70,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,TERRACE WALK  E/O MARIPOSA AVE,75 Terrace Walk,"37.888191, -122.270367",7047,,564157.3964,4193660.5777000003
833,TRW30,TRW30,TRW30,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,TERRACE WALK  W/O MARIPOSA AVE,31 Terrace Walk,"37.888646, -122.271498",7048,,564057.5508000003,4193710.2838000003
834,MP1061,MP1061,MP1061,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,MARIPOSA 1061,1061 Mariposa Ave,"37.887767, -122.271257",7121,,564079.5042000003,4193612.9222999997
835,MP1046,MP1046,B2660,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,MARIPOSA 1046,1048 Mariposa Ave,"37.888316, -122.271018",7127,,564100.0440999996,4193673.9992999993
836,MP1025,MP1025,B2408,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,MARIPOSA 1025,1029 Mariposa Ave,"37.888944, -122.270481",7128,,564146.7187999999,4193744.0463999994
837,MP1008,MP1008,B6666,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,MARIPOSA 1008,1008 Mariposa Ave,"37.889499, -122.270334",7129,,564159.1629999997,4193805.7259
838,FW1011,FW1011,FW1011,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,SOLONO 1/N/O DEL NORTE S02001   BADGE SO2001,2015 Del Norte St,"37.889125, -122.272284",7144,,563988.0219,4193762.8904999997
839,LA2026,LA2026,B3599,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,3 ft,< 25 feet,N/A,HPS,100,N/A,N/A,LOS ANGELES 2026,2026 Los Angeles Ave,"37.889966, -122.27058",7164,,564137.1270000003,4193857.3715000004
840,LA2026,LA2026,B3599,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,3 ft,< 25 feet,N/A,HPS,100,N/A,N/A,LOS ANGELES 2026,2026 Los Angeles Ave,"37.889966, -122.27058",7164,,564137.1270000003,4193857.3715000004
841,WSP06S,NO CITY DATA,WSP06S,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADDISON ST 1295,1273 Addison St,"37.868944, -122.286584",7313,,562747.7268000003,4191514.0573999994
842,WSP05S,NO CITY DATA,WSP05S,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADDISON ST 1295,1273 Addison St,"37.869037, -122.286568",7314,,562749.0552000003,4191524.3867000006
843,WSP04S,NO CITY DATA,WSP04S,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADDISON ST 1273,1273 Addison St,"37.869166, -122.286599",7315,,562746.2192000002,4191538.6786
844,WSP03S,NO CITY DATA,WSP03S,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADDISON ST 1273,1310 University Ave,"37.869304, -122.286505",7316,,562754.3699000003,4191554.053200001
845,NBP03,NO CITY DATA,NBP03,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,POWELL,930 Folger Ave,"37.850095, -122.2889253",7440,,562557.7275999999,4189421.1601
846,NBP10,NO CITY DATA,NBP10,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,FOLGER AVE 997,1011 Folger Ave,"37.8506035, -122.2889412",7447,,562555.8991,4189477.5681999996
847,NBP11,NO CITY DATA,NBP11,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/8/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,FOLGER AVE 1011,1011 Folger Ave,"37.8507727, -122.2889006",7448,,562559.3279999997,4189496.3684
848,WSP19,NO CITY DATA,WSP19,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,HEARST AVE 1308,1290 Hearst Ave,"37.871208, -122.286774",7004,,562729.0958000002,4191765.124500001
849,WSP20,NO CITY DATA,WSP20,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1894,1892 West St,"37.871385, -122.286722",7006,,562733.5192,4191784.7979000006
850,WSP21,NO CITY DATA,WSP21,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1880,1878 West St,"37.871548, -122.286727",7007,,562732.9412000002,4191802.8796999995
851,WSP22,NO CITY DATA,WSP22,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1876,1876 West St,"37.871593, -122.28673",7008,,562732.6392000001,4191807.8705
852,WSP23,NO CITY DATA,WSP23,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1864,1881 West St,"37.871741, -122.286743",7009,,562731.3702999996,4191824.2826000005
853,WSP24,NO CITY DATA,WSP24,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1854,1854 West St,"37.871848, -122.286766",7010,,562729.2566999998,4191836.1390000004
854,WSP25,NO CITY DATA,WSP25,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1848,1873 West St,"37.871928, -122.286769",7011,,562728.9249999998,4191845.0131
855,WSP26,NO CITY DATA,WSP26,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,150,N/A,N/A,WEST ST 1840,1840 West St,"37.872021, -122.286805",7012,,562725.6798999999,4191855.3073999994
856,WSP27,NO CITY DATA,WSP27,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1830,1294 Delaware St,"37.87213, -122.286834",7013,,562723.0368999997,4191867.3817
857,WSP28,NO CITY DATA,WSP28,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1820,1824 West St,"37.872244, -122.286812",7014,,562724.8751999997,4191880.045
858,WSP29,NO CITY DATA,WSP29,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1806,1812 West St,"37.872378, -122.286843",7015,,562722.0351,4191894.8916999996
859,WSP30,NO CITY DATA,WSP30,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1806,1810 West St,"37.872398, -122.286845",7016,,562721.8421999998,4191897.1094000004
860,WSP31,NO CITY DATA,WSP31,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1795,1841 West St,"37.872604, -122.286833",7017,,562722.7230000002,4191919.9735000003
861,WSP32,NO CITY DATA,WSP32,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1783,1831 West St,"37.872797, -122.286876",7018,,562718.7774999999,4191941.3583000004
862,WSP33,NO CITY DATA,WSP33,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1773,1802 West St,"37.872982, -122.286908",7019,,562715.8062000005,4191961.8629
863,WSP34,NO CITY DATA,WSP34,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1765,1813 West St,"37.87313, -122.286922",7020,,562714.4494000003,4191978.2743999995
864,LA2139,LA2139,LA2139,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,3 ft,< 25 feet,N/A,HPS,100,N/A,N/A,LOS ANGELES AVE 2139,2191 Los Angeles Ave,"37.888871, -122.267788",7122,,564383.5813999996,4193737.801999999
865,LA2111,LA2111,LA2111,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,LOS ANGELES AVE 2111,2111 Los Angeles Ave,"37.889287, -122.268664",7123,,564306.1917000003,4193783.3539000005
866,LA2015,LA2015,LA2015,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,LOS ANGLES 2019,2015 Los Angeles Ave,"37.890047, -122.271356",7133,,564068.8229999999,4193865.8254000004
867,VS401,VS401,B3388,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,VASSAR 400,401 Kentucky Ave,"37.904258, -122.272641",7143,,563943.5372000001,4195441.6875
868,KE456,KE456,B2918,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,KENTUCK 456,451 Kentucky Ave,"37.902464, -122.272377",7150,,563968.2993000001,4195242.819800001
869,SO946,S0964,B2377,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,SHATTUCK & LOS ANGELES,994 Shattuck Ave,"37.889589, -122.269198",7160,,564258.9741000002,4193816.4935
870,LA2052,LA2052,B2656,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,250,N/A,N/A,LOS ANGELES & MARIPOSA,2055 Los Angeles Ave,"37.889853, -122.269864",7161,,564200.1830000002,4193845.3264000006
871,FA31,FA31,B2912,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,FLORIDA 34,31 Florida Ave,"37.90021, -122.273322",7177,,563887.1678999998,4194992.0853
872,COL01,COL01,B2987,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,BOYNTON 500,503 Boynton Ave,"37.900785, -122.273835",7179,,563841.5692999996,4195055.5316
873,MI478,MI478,B2599,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,KENTUCKY 478,478 Michigan Ave,"37.9011337, -122.2712148",7180,,564071.6277999999,4195096.0175
874,COL31,COL31,B2904,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,COLORADO 32,31 Colorado Ave,"37.901186, -122.273448",7181,,563875.2467,4195100.2885
875,K484,KE484,B5724,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,KENTUCKY 479,483 Kentucky Ave,"37.901699, -122.271639",7184,,564033.8436000003,4195158.4476
876,MA98,MA98,B5494,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,KENTUCKY 430,98 Maryland Ave,"37.902998, -122.272978",7185,,563915.0003000004,4195301.656300001
877,MA76,MA76,B2858,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARYLAND 75,66 Maryland Ave,"37.903039, -122.273431",7186,,563875.1396000003,4195305.895
878,HCN01,HCN01,HCN01,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,HALCYON CT 3086,Halcyon Ct,"37.8539591, -122.2609835",7346,,565012.5839999998,4189868.9768000003
879,HCN02,HCN02,HCN02,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,HALCYON CT 3064,Halcyon Ct,"37.8542352, -122.2609788",7347,,565012.7549999999,4189899.6138000004
880,NBP04,NO CITY DATA,NBP04,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,POWELL,930 Folger Ave,"37.8501678, -122.288927",7441,,562557.5164999999,4189429.236199999
881,NBP05,NO CITY DATA,NBP05,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,POWELL,930 Folger Ave,"37.8502344, -122.2889324",7442,,562556.9852,4189436.6219999995
882,NBP07,NO CITY DATA,NBP07,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,FOLGER AVE 1002,930 Folger Ave,"37.8503604, -122.2889049",7443,,562559.2981000002,4189450.6203000005
883,NBP06,NO CITY DATA,NBP06,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,FOLGER AVE 1000,930 Folger Ave,"37.8503543, -122.2889373",7444,,562556.4528000001,4189449.9218000006
884,NBP09,NO CITY DATA,NBP09,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,FOLGER AVE 1001,1011 Folger Ave,"37.8505097, -122.288922",7445,,562557.6675000004,4189467.173800001
885,NBP08,NO CITY DATA,NBP08,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,1/7/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,FOLGER AVE 999,1011 Folger Ave,"37.8505052, -122.2889481",7446,,562555.3750999998,4189466.6570999995
886,WSP12,NO CITY DATA,WSP12,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,BERKELEY WY 1307,1295 Berkeley Way,"37.870629, -122.286732",6998,,562733.2807,4191700.9115999993
887,WSP13,NO CITY DATA,WSP13,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1948,1917 West St,"37.870642, -122.286602",6999,,562744.7035999997,4191702.441400001
888,WSP14,NO CITY DATA,WSP14,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1936,1913 West St,"37.870799, -122.286643",7000,,562740.9643999999,4191719.8333
889,WSP15,NO CITY DATA,WSP15,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1930,1911 West St,"37.870895, -122.286656",7001,,562739.7396,4191730.4759
890,WSP16,NO CITY DATA,WSP16,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1922,1909 West St,"37.870992, -122.286698",7002,,562735.9633,4191741.210000001
891,WSP17,NO CITY DATA,WSP17,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1913,1300 Hearst Ave,"37.871131, -122.28665",7003,,562740.0672000004,4191756.6645
892,WSP18,NO CITY DATA,WSP18,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1906,1903 West St,"37.87122, -122.2867",7005,,562735.5941000003,4191766.5056
893,WSP04,NO CITY DATA,WSP04,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,UNIVERSITY AVE 1295,1297 University Ave,"37.8699655, -122.2866414",7035,,562741.8119999999,4191627.3560000006
