the_geom,t_addl,street_nam,f_addl,x,t_zip,fullname,i_strno,z,speed,y,str_nam,id,mounttype,poletype
POINT (-122.27118353270554 37.88557241463921),1199,SUTTER,1171,564087.866734,94709,SUTTER,2061,52.085,25,4193369.47939,EUNICE ST,774,Pole Mast,MASTARM POLE
POINT (-122.2749897810005 37.88525762836058),1899,HOPKINS,1821,563753.434287,94709,HOPKINS,1200,31.485,25,4193331.94497,THE ALAMEDA,775,Single Pole,SINGLE POLE
POINT (-122.27512458589712 37.88541392920108),1899,HOPKINS,1821,563741.445818,94707,HOPKINS,1160,32.213,25,4193349.19468,JOSEPHINE ST,776,Pole Mast,MASTARM POLE
POINT (-122.27487276568336 37.88525835148653),1201,THE ALAMEDA,1201,563763.723901,94709,THE ALAMEDA,1200,31.193,35,4193332.10483,THE ALAMEDA,777,Pole Mast,MASTARM POLE
POINT (-122.29834776329257 37.88792304563433),1099,"BUCHANAN, AL",1041,561697.211186,94710,"BUCHANAN, AL",1172,-17.577,35,4193611.97438,SAN PABLO AVE,778,Single Pole,SINGLE POLE
POINT (-122.26736830549045 37.88226406328047),2199,ROSE,2125,564426.242686,94709,ROSE,1400,58.519,35,4193005.03743,OXFORD ST,779,Single Pole,SINGLE POLE
POINT (-122.26740097418609 37.88236672791421),2199,ROSE,2125,564423.279387,94709,ROSE,1344,58.472,35,4193016.40632,OXFORD ST,780,Single Pole,SINGLE POLE
POINT (-122.2671556260773 37.88228985659266),2223,ROSE,2201,564444.922252,94709,ROSE,2200,61.963,35,4193008.04686,ROSE ST,781,Single Pole,SINGLE POLE
POINT (-122.2705075062807 37.88202453818277),1399,HENRY,1301,564150.391451,94709,HENRY,2089,49.355,25,4192976.29919,ROSE ST,782,Single Pole,SINGLE POLE
POINT (-122.27467249869584 37.885514348476924),1939,HOPKINS,1901,563781.113084,94709,HOPKINS,1201,30.72,25,4193360.64546,THE ALAMEDA,783,Single Pole,SINGLE POLE
POINT (-122.30806120911312 37.88493338801987),0,"EASTSHORE, AL",0,560845.544421,94710,"EASTSHORE, AL",1100,-22.293,25,4193273.88641,EASTSHORE HWY,784,Pole Mast,MASTARM POLE
POINT (-122.30824337844311 37.884904786335056),0,"EASTSHORE, AL",0,560829.54866,94710,"EASTSHORE, AL",1100,-22.721,25,4193270.59439,EASTSHORE HWY,785,Single Pole,SINGLE POLE
POINT (-122.30806708967606 37.88470137340307),0,"EASTSHORE, AL",0,560845.218275,94710,"EASTSHORE, AL",1100,-16.974,25,4193248.13951,EASTSHORE HWY,786,Single Pole,SINGLE POLE
POINT (-122.30825022748093 37.88477377160472),0,"EASTSHORE, AL",0,560829.05408,94710,"EASTSHORE, AL",1100,-26.043,25,4193256.05301,EASTSHORE HWY,787,Single Pole,SINGLE POLE
POINT (-122.30825013597104 37.8846484987724),0,"EASTSHORE, AL",0,560829.165045,94710,"EASTSHORE, AL",1100,-27.217,25,4193242.15412,EASTSHORE HWY,788,Single Pole,SINGLE POLE
POINT (-122.29762508378602 37.886602890446625),1099,"SAN PABLO, AL",1001,561761.860934,94710,"SAN PABLO, AL",1172,-22.304,35,4193465.97814,SAN PABLO AVE,789,Single Pole,SINGLE POLE
POINT (-122.29709093272515 37.884760648168175),1099,"SAN PABLO, AL",1001,561810.369959,94710,"SAN PABLO, AL",1172,-14.624,35,4193261.93169,SAN PABLO AVE,790,Pole Mast,MASTARM POLE
POINT (-122.29761510262384 37.88665267226281),1117,"MARIN, AL",1101,561762.696933,94710,"MARIN, AL",1172,-21.4,35,4193471.50794,SAN PABLO AVE,791,Single Pole,SINGLE POLE
POINT (-122.30168343391757 37.8874820401313),0,"BUCHANAN, AL",0,561404.263066,94710,"BUCHANAN, AL",1101,-26.017,35,4193560.84267,EIGHTH ST,792,Pole Mast,MASTARM POLE
POINT (-122.3007773976176 37.88753305741102),1099,"JACKSON, AL",1001,561483.891389,94710,"JACKSON, AL",1101,-24.978,25,4193567.10017,EIGHTH ST,793,Pole Mast,MASTARM POLE
POINT (-122.30097955029645 37.887522273543055),1099,"JACKSON, AL",1001,561466.124729,94710,"JACKSON, AL",1101,-24.43,25,4193565.7698,EIGHTH ST,794,Single Pole,SINGLE POLE
POINT (-122.29799465546758 37.886682888964685),1099,"MARIN, AL",0,561729.295501,94710,"MARIN, AL",1172,-20.186,35,4193474.6097,SAN PABLO AVE,795,Pole Mast,MASTARM POLE
POINT (-122.29791299195607 37.88660886202933),1099,"MARIN, AL",0,561736.538874,94710,"MARIN, AL",1172,-21.458,35,4193466.44996,SAN PABLO AVE,796,Single Pole,SINGLE POLE
POINT (-122.29802619802864 37.88693041283601),1099,"MARIN, AL",0,561726.315429,94710,"MARIN, AL",1172,-17.823,35,4193502.05167,SAN PABLO AVE,797,Single Pole,SINGLE POLE
POINT (-122.29806094669058 37.88689366713165),1099,"MARIN, AL",0,561723.290407,94710,"MARIN, AL",1172,-14.853,35,4193497.9523,SAN PABLO AVE,798,Pole Mast,MASTARM POLE
POINT (-122.29825964123116 37.88767092240807),0,"SAN PABLO, AL",0,561705.170211,94710,"SAN PABLO, AL",1172,-18.719,35,4193584.05832,SAN PABLO AVE,799,Pole Mast,MASTARM POLE
POINT (-122.29802807678189 37.88778207057305),0,"SAN PABLO, AL",0,561725.439118,94710,"SAN PABLO, AL",1172,-17.368,35,4193596.54382,SAN PABLO AVE,800,Single Pole,SINGLE POLE
POINT (-122.29777049321453 37.886941602233975),0,"SAN PABLO, AL",0,561748.791585,94710,"SAN PABLO, AL",1172,-17.815,35,4193503.46244,SAN PABLO AVE,801,Pole Mast,MASTARM POLE
POINT (-122.29252139823663 37.887690976127985),1257,"MARIN, AL",1237,562209.732442,94706,"MARIN, AL",1201,-10.966,35,4193590.09492,EVELYN AVE,802,Pole Mast,MASTARM POLE
POINT (-122.2882848439419 37.88874383586822),1359,"MARIN, AL",1321,562581.373544,94707,"MARIN, AL",1519,-0.947,35,4193709.74545,SOLANO AVE,803,Single Pole,SINGLE POLE
POINT (-122.28837497482175 37.88850522981888),1359,"MARIN, AL",1321,562573.650224,94707,"MARIN, AL",1519,-2.48,35,4193683.21071,SOLANO AVE,804,Single Pole,SINGLE POLE
POINT (-122.28815708281428 37.88855723810571),1037,"SANTA FE, AL",1001,562592.764767,94707,"SANTA FE, AL",1519,-2.646,25,4193689.12749,SOLANO AVE,805,Single Pole,SINGLE POLE
POINT (-122.30843951898389 37.88713695086497),0,I80 EEAT (OFF RAMP) BUCHANAN,0,560810.465112,94710,I80 Eeat (OFF RAMP) BUCHANAN,1100,-25.982,20,4193518.12899,EASTSHORE HWY,806,Single Pole,SINGLE POLE
POINT (-122.3081532784295 37.887094021330874),0,I80 EEAT (OFF RAMP) BUCHANAN,0,560835.670463,94710,I80 Eeat (OFF RAMP) BUCHANAN,1100,-27.281,20,4193513.55244,EASTSHORE HWY,807,Pole Mast,MASTARM POLE
POINT (-122.30819500609039 37.88725597620198),0,"BUCHANAN, AL",0,560831.867753,94710,"BUCHANAN, AL",1100,-22.949,35,4193531.49501,EASTSHORE HWY,808,Pole Mast,MASTARM POLE
POINT (-122.26722589959849 37.882434453538195),1399,OXFORD,1303,564438.616768,94709,OXFORD,2201,58.596,25,4193024.0409,ROSE ST,809,Single Pole,SINGLE POLE
POINT (-122.26718269096075 37.88241325662244),1399,OXFORD,1303,564442.435082,94709,OXFORD,2201,58.769,25,4193021.71966,ROSE ST,810,Single Pole,SINGLE POLE
POINT (-122.26735110434058 37.88240530910914),1399,OXFORD,1303,564427.632181,94709,OXFORD,1344,58.629,25,4193020.72129,OXFORD ST,811,Single Pole,SINGLE POLE
POINT (-122.27670325699746 37.88877846185728),1899,MARIN,1835,563599.729638,94707,MARIN,1000,43.699,35,4193721.41908,THE ALAMEDA,812,Single Pole,SINGLE POLE
POINT (-122.27684885041101 37.8889786260132),1899,MARIN,1835,563586.755533,94707,MARIN,964,42.017,35,4193743.52913,THE ALAMEDA,813,Pole Mast,MASTARM POLE
POINT (-122.30857320317429 37.88722731727441),0,I580,0,560798.635877,94710,I580,1100,-25.016,60,4193528.06859,EASTSHORE HWY,814,Single Pole,SINGLE POLE
POINT (-122.30961230772441 37.88782449350868),0,,0,560706.773303,94710,,1100,-29.25,20,4193593.6491,EASTSHORE HWY,815,Pole Mast,MASTARM POLE
POINT (-122.30810301641662 37.88755097788268),0,,0,560839.713984,94710,,1100,-22.213,20,4193564.28582,EASTSHORE HWY,816,Pole Mast,MASTARM POLE
POINT (-122.29355461151253 37.89069023113676),899,"MASONIC, AL",801,562116.359534,94707,"MASONIC, AL",1519,-9.636,25,4193922.17946,SOLANO AVE,817,Single Pole,SINGLE POLE
POINT (-122.30834332117723 37.887502260264085),0,I580,0,560818.623804,94710,I580,1100,-21.601,20,4193558.72356,EASTSHORE HWY,818,Single Pole,SINGLE POLE
POINT (-122.27233135670306 37.889044691522166),1099,FOUNTAIN,1001,563983.927012,94707,FOUNTAIN,0,43.548,25,4193753.94742,HOPKINS ST,819,Single Pole,SINGLE POLE
POINT (-122.27246318813228 37.88895408863968),1099,FOUNTAIN,1001,563972.413435,94707,FOUNTAIN,1995,44.035,25,4193743.80474,EL DORADO AVE,820,Single Pole,SINGLE POLE
POINT (-122.27893588999692 37.88943174284435),0,MARIN,0,563402.850903,94707,,1760,34.681,35,4193792.38217,MARIN AVE,821,Single Pole,SINGLE POLE
POINT (-122.2806195858463 37.893186019040726),1799,TACOMA,1701,563251.590614,94707,TACOMA,830,25.943,25,4194207.7848,COLUSA AVE,822,Single Pole,SINGLE POLE
POINT (-122.28052970700494 37.893115799190234),1799,TACOMA,1701,563259.552636,94707,TACOMA,1780,26.263,25,4194200.05468,TACOMA AVE,823,Single Pole,SINGLE POLE
POINT (-122.2803283536053 37.893187252735196),859,COLUSA,841,563277.19632,94707,COLUSA,849,19.449,35,4194208.11879,COLUSA AVE,824,Single Pole,SINGLE POLE
POINT (-122.28045700227906 37.893112596836616),859,COLUSA,841,563265.948498,94707,COLUSA,1780,19.892,35,4194199.74894,TACOMA AVE,825,Pole Mast,MASTARM POLE
POINT (-122.28888170440564 37.89089097943493),1441,"SOLANO, AL",1415,562527.073908,94707,"SOLANO, AL",1519,4.898,35,4193947.57495,SOLANO AVE,826,Pole Mast,MASTARM POLE
POINT (-122.28886983758801 37.89074618858311),1441,"SOLANO, AL",1415,562528.240087,94707,"SOLANO, AL",1519,3.288,35,4193931.51814,SOLANO AVE,827,Single Pole,SINGLE POLE
POINT (-122.28806145989047 37.88884586750232),999,"SANTA FE, AL",901,562600.929289,94707,"SANTA FE, AL",1519,-0.782,25,4193721.21577,SOLANO AVE,828,Single Pole,SINGLE POLE
POINT (-122.28864528843752 37.89089748412512),1499,"SOLANO, AL",1471,562547.856558,94707,"SOLANO, AL",1519,6.793,35,4193948.45574,SOLANO AVE,829,Single Pole,SINGLE POLE
POINT (-122.28864381870817 37.890781573013875),1499,"SOLANO, AL",1471,562548.083889,94707,"SOLANO, AL",1519,6.226,35,4193935.59515,SOLANO AVE,830,Pole Mast,MASTARM POLE
POINT (-122.27697405945027 37.891361614810116),1929,SOLANO,1901,563573.696456,94707,SOLANO,917,38.082,25,4194007.84065,THE ALAMEDA,831,Single Pole,SINGLE POLE
POINT (-122.27729349635486 37.89155591421917),1899,SOLANO,1871,563545.441584,94707,SOLANO,898,45.707,35,4194029.18102,THE ALAMEDA,832,Single Pole,SINGLE POLE
POINT (-122.29877265081643 37.89025272609047),1119,"SOLANO, AL",1101,561657.906669,94710,"SOLANO, AL",1172,-18.2,35,4193870.17622,SAN PABLO AVE,833,Pole Mast,MASTARM POLE
POINT (-122.29971543410757 37.89221118434204),1099,"WASHINGTON, AL",1041,561573.376286,94710,"WASHINGTON, AL",1172,-16.56,25,4194086.8476,SAN PABLO AVE,834,Pole Mast,MASTARM POLE
POINT (-122.29978279216242 37.89237530615162),1099,"WASHINGTON, AL",1041,561567.317687,94710,"WASHINGTON, AL",1172,-16.777,25,4194105.01372,SAN PABLO AVE,835,Single Pole,SINGLE POLE
POINT (-122.27874062471746 37.889355753982784),1011,COLUSA,1001,563420.08631,94707,COLUSA,1800,27.111,25,4193784.08476,MARIN AVE,836,Pole Mast,MASTARM POLE
POINT (-122.27997052383782 37.891245686294056),1799,SOLANO,1791,563310.321735,94707,SOLANO,1800,31.865,35,4193992.9412,SOLANO AVE,837,Single Pole,SINGLE POLE
POINT (-122.27900664865913 37.88970339222408),999,COLUSA,901,563396.395984,94707,COLUSA,1761,29.892,25,4193822.47424,MARIN AVE,838,Single Pole,SINGLE POLE
POINT (-122.27881728111143 37.88966545779596),999,COLUSA,901,563413.079896,94707,COLUSA,1801,28.401,25,4193818.39453,MARIN AVE,839,Single Pole,SINGLE POLE
POINT (-122.27717308937228 37.891348601292805),941,THE ALAMEDA,901,563556.207246,94707,THE ALAMEDA,908,46.941,35,4194006.26154,THE ALAMEDA,840,Single Pole,SINGLE POLE
POINT (-122.27701019276353 37.89152471767372),0,THE ALAMEDA,0,563570.379341,94707,,899,39.675,25,4194025.91345,THE ALAMEDA,841,Single Pole,SINGLE POLE
POINT (-122.27998799883302 37.891430826923816),899,COLUSA,877,563308.626195,94707,COLUSA,1797,28.261,35,4194013.47103,SOLANO AVE,842,Pole Mast,MASTARM POLE
POINT (-122.27975985856982 37.89144856198983),899,COLUSA,877,563328.670976,94707,COLUSA,1801,28.509,35,4194015.59307,SOLANO AVE,843,Single Pole,SINGLE POLE
POINT (-122.29920886388504 37.89029020827098),1099,"SOLANO, AL",1037,561619.518761,94710,"SOLANO, AL",1172,-17.178,35,4193874.04648,SAN PABLO AVE,844,Pole Mast,MASTARM POLE
POINT (-122.29914403530131 37.89037844526066),1099,"SOLANO, AL",1037,561625.146563,94710,"SOLANO, AL",1172,-17.94,35,4193883.87972,SAN PABLO AVE,845,Single Pole,SINGLE POLE
POINT (-122.29911861662355 37.89015693616014),1099,"SOLANO, AL",1037,561627.5655,94710,"SOLANO, AL",1172,-18.229,35,4193859.31951,SAN PABLO AVE,846,Single Pole,SINGLE POLE
POINT (-122.29903438901876 37.89011700859171),999,"SAN PABLO, AL",901,561635.005113,94710,"SAN PABLO, AL",1172,-16.857,35,4193854.94484,SAN PABLO AVE,847,Pole Mast,MASTARM POLE
POINT (-122.2987829128671 37.89018517333835),999,"SAN PABLO, AL",901,561657.060855,94710,"SAN PABLO, AL",1172,-16.46,35,4193862.67352,SAN PABLO AVE,848,Single Pole,SINGLE POLE
POINT (-122.29804222853275 37.88800175618032),999,"SAN PABLO, AL",901,561724.011468,94710,"SAN PABLO, AL",1172,-16.94,35,4193620.90951,SAN PABLO AVE,849,Pole Mast,MASTARM POLE
POINT (-122.28031124932221 37.89324135797526),1847,TACOMA,1801,563278.653539,94707,TACOMA,849,26.717,25,4194214.13401,COLUSA AVE,850,Single Pole,SINGLE POLE
POINT (-122.28040390413754 37.89330610340884),1847,TACOMA,1801,563270.451767,94707,TACOMA,1805,27.923,25,4194221.25421,TACOMA AVE,851,Single Pole,SINGLE POLE
POINT (-122.27784647861644 37.89494569372216),739,THE ALAMEDA,721,563493.907382,94707,THE ALAMEDA,730,35.611,25,4194404.90817,THE ALAMEDA,852,Single Pole,SINGLE POLE
POINT (-122.27769789235332 37.89497702923111),739,THE ALAMEDA,721,563506.945107,94707,THE ALAMEDA,727,38.083,25,4194408.48658,THE ALAMEDA,853,Single Pole,SINGLE POLE
POINT (-122.30018981873184 37.88782598853552),999,"MADISON, AL",901,561535.315188,94710,"MADISON, AL",1101,-20.582,25,4193599.98875,EIGHTH ST,854,Pole Mast,MASTARM POLE
POINT (-122.29372349709023 37.890648488283574),1251,"SOLANO, AL",1241,562101.544243,94707,"SOLANO, AL",1519,-9.155,35,4193917.43588,SOLANO AVE,855,Pole Mast,MASTARM POLE
POINT (-122.29363563663196 37.890478631263434),1251,"SOLANO, AL",1241,562109.412405,94707,"SOLANO, AL",1519,-13.788,35,4193898.64805,SOLANO AVE,856,Single Pole,SINGLE POLE
POINT (-122.29261507194833 37.887862994211886),999,"MASONIC, AL",901,562201.351075,94706,"MASONIC, AL",1201,-10.659,25,4193609.11732,EVELYN AVE,857,Single Pole,SINGLE POLE
POINT (-122.29277965189026 37.88784441338752),999,"MASONIC, AL",901,562186.894761,94706,"MASONIC, AL",1201,-11.208,25,4193606.94722,EVELYN AVE,858,Single Pole,SINGLE POLE
POINT (-122.29346606346641 37.890492157692066),999,"MASONIC, AL",901,562124.312103,94707,"MASONIC, AL",1519,-8.007,25,4193900.26215,SOLANO AVE,859,Pole Mast,MASTARM POLE
POINT (-122.2995347116239 37.89248081776568),749,"SAN PABLO, AL",701,561589.042741,94710,"SAN PABLO, AL",1172,-17.766,35,4194116.88404,SAN PABLO AVE,860,Pole Mast,MASTARM POLE
POINT (-122.29886707542074 37.890429461020126),899,"SAN PABLO, AL",801,561649.456099,94710,"SAN PABLO, AL",1172,-18.713,35,4193889.72237,SAN PABLO AVE,861,Pole Mast,MASTARM POLE
POINT (-122.2994904693579 37.892315296685894),799,"SAN PABLO, AL",751,561593.070541,94710,"SAN PABLO, AL",1172,-16.88,35,4194098.54846,SAN PABLO AVE,862,Single Pole,SINGLE POLE
POINT (-122.3078848281523 37.89321301375617),0,I80 WEST (OFF RAMP) 580 E,0,560854.239233,94710,I80 West (OFF RAMP) 580 E,1100,-17.692,20,4194192.64288,EASTSHORE HWY,863,Single Pole,SINGLE POLE
POINT (-122.30990166787505 37.88808456149427),0,"BUCHANAN, AL",0,560681.115715,94710,"BUCHANAN, AL",1100,-26.324,25,4193622.31612,EASTSHORE HWY,864,Single Pole,SINGLE POLE
POINT (-122.30986560969285 37.8880253173447),0,"BUCHANAN, AL",0,560684.335171,94710,"BUCHANAN, AL",1100,-25.7,25,4193615.76678,EASTSHORE HWY,865,Single Pole,SINGLE POLE
POINT (-122.30091104533447 37.89596404097284),1099,"CLAY, AL",1041,561465.128891,94707,"CLAY, AL",0,-17.12,25,4194502.44688,NEILSON ST,866,Pole Mast,MASTARM POLE
POINT (-122.30098157392194 37.89610743046287),1099,"CLAY, AL",1041,561458.809346,94707,"CLAY, AL",654,-20.945,25,4194518.30984,NEILSON ST,867,Single Pole,SINGLE POLE
POINT (-122.30066275462977 37.89604737648696),599,"SAN PABLO, AL",551,561486.890805,94707,"SAN PABLO, AL",0,-21.319,35,4194511.85728,NEILSON ST,868,Single Pole,SINGLE POLE
POINT (-122.30064021074031 37.89600616988833),599,"SAN PABLO, AL",551,561488.906865,94707,"SAN PABLO, AL",0,-20.432,35,4194507.2998,NEILSON ST,869,Single Pole,SINGLE POLE
POINT (-122.30070772440048 37.8961802602699),549,"SAN PABLO, AL",501,561482.826388,94707,"SAN PABLO, AL",634,-23.502,35,4194526.57096,NEILSON ST,870,Pole Mast,MASTARM POLE
POINT (-122.30112070319052 37.89662946771183),549,"SAN PABLO, AL",501,561446.142679,94707,"SAN PABLO, AL",618,-27.765,35,4194576.13964,NEILSON ST,871,Pole Mast,MASTARM POLE
POINT (-122.30117378689718 37.89678714438038),499,"SAN PABLO, AL",401,561441.343823,94707,"SAN PABLO, AL",618,-24.6,35,4194593.59961,NEILSON ST,872,Single Pole,SINGLE POLE
POINT (-122.30094095079612 37.89691483723063),499,"SAN PABLO, AL",401,561461.709368,94707,"SAN PABLO, AL",604,-27.991,35,4194607.9205,NEILSON ST,873,Pole Mast,MASTARM POLE
